source,consumer_type,consumption_band,tax,iso2,period,metric_type,value,is_flagged
Eurostat,Household,KWH1000-2499,I_TAX,DE,2016-S2,Electricity price (EUR per KWH),0.3297,
Eurostat,Household,KWH1000-2499,I_TAX,DE,2017-S1,Electricity price (EUR per KWH),0.3362,
Eurostat,Household,KWH1000-2499,I_TAX,DE,2017-S2,Electricity price (EUR per KWH),0.3361,
Eurostat,Household,KWH1000-2499,I_TAX,DE,2018-S1,Electricity price (EUR per KWH),0.3322,
Eurostat,Household,KWH1000-2499,I_TAX,DE,2018-S2,Electricity price (EUR per KWH),0.3342,
Eurostat,Household,KWH1000-2499,I_TAX,DE,2019-S1,Electricity price (EUR per KWH),0.3453,
Eurostat,Household,KWH1000-2499,I_TAX,DE,2019-S2,Electricity price (EUR per KWH),0.3244,
Eurostat,Household,KWH1000-2499,I_TAX,DE,2020-S1,Electricity price (EUR per KWH),0.343,
Eurostat,Household,KWH1000-2499,I_TAX,DE,2020-S2,Electricity price (EUR per KWH),0.3343,
Eurostat,Household,KWH1000-2499,I_TAX,DE,2021-S1,Electricity price (EUR per KWH),0.3527,
Eurostat,Household,KWH1000-2499,I_TAX,DE,2021-S2,Electricity price (EUR per KWH),0.3588,
Eurostat,Household,KWH1000-2499,I_TAX,DE,2022-S1,Electricity price (EUR per KWH),0.3643,
Eurostat,Household,KWH1000-2499,I_TAX,DE,2022-S2,Electricity price (EUR per KWH),0.3738,
Eurostat,Household,KWH1000-2499,I_TAX,DE,2023-S1,Electricity price (EUR per KWH),0.4536,
Eurostat,Household,KWH1000-2499,I_TAX,DE,2023-S2,Electricity price (EUR per KWH),0.4458,
Eurostat,Household,KWH1000-2499,I_TAX,DE,2024-S1,Electricity price (EUR per KWH),0.4423,
Eurostat,Household,KWH1000-2499,I_TAX,DK,2007-S1,Electricity price (EUR per KWH),,
Eurostat,Household,KWH1000-2499,I_TAX,DK,2007-S2,Electricity price (EUR per KWH),0.2676,
Eurostat,Household,KWH1000-2499,I_TAX,DK,2008-S1,Electricity price (EUR per KWH),0.292,
Eurostat,Household,KWH1000-2499,I_TAX,DK,2008-S2,Electricity price (EUR per KWH),0.307,
Eurostat,Household,KWH1000-2499,I_TAX,DK,2009-S1,Electricity price (EUR per KWH),0.2991,
Eurostat,Household,KWH1000-2499,I_TAX,DK,2009-S2,Electricity price (EUR per KWH),0.2847,
Eurostat,Household,KWH1000-2499,I_TAX,DK,2010-S1,Electricity price (EUR per KWH),0.2973,
Eurostat,Household,KWH1000-2499,I_TAX,DK,2010-S2,Electricity price (EUR per KWH),0.301,
Eurostat,Household,KWH1000-2499,I_TAX,DK,2011-S1,Electricity price (EUR per KWH),0.3215,
Eurostat,Household,KWH1000-2499,I_TAX,DK,2011-S2,Electricity price (EUR per KWH),0.3283,
Eurostat,Household,KWH1000-2499,I_TAX,DK,2012-S1,Electricity price (EUR per KWH),0.3308,
Eurostat,Household,KWH1000-2499,I_TAX,DK,2012-S2,Electricity price (EUR per KWH),0.3278,
Eurostat,Household,KWH1000-2499,I_TAX,DK,2013-S1,Electricity price (EUR per KWH),0.3304,
Eurostat,Household,KWH1000-2499,I_TAX,DK,2013-S2,Electricity price (EUR per KWH),0.3217,
Eurostat,Household,KWH1000-2499,I_TAX,DK,2014-S1,Electricity price (EUR per KWH),0.3325,
Eurostat,Household,KWH1000-2499,I_TAX,DK,2014-S2,Electricity price (EUR per KWH),0.3314,
Eurostat,Household,KWH1000-2499,I_TAX,DK,2015-S1,Electricity price (EUR per KWH),0.3337,
Eurostat,Household,KWH1000-2499,I_TAX,DK,2015-S2,Electricity price (EUR per KWH),0.3326,
Eurostat,Household,KWH1000-2499,I_TAX,DK,2016-S1,Electricity price (EUR per KWH),0.334,
Eurostat,Household,KWH1000-2499,I_TAX,DK,2016-S2,Electricity price (EUR per KWH),0.3343,
Eurostat,Household,KWH1000-2499,I_TAX,DK,2017-S1,Electricity price (EUR per KWH),0.3289,
Eurostat,Household,KWH1000-2499,I_TAX,DK,2017-S2,Electricity price (EUR per KWH),0.3246,
Eurostat,Household,KWH1000-2499,I_TAX,DK,2018-S1,Electricity price (EUR per KWH),0.3363,
Eurostat,Household,KWH1000-2499,I_TAX,DK,2018-S2,Electricity price (EUR per KWH),0.3394,
Eurostat,Household,KWH1000-2499,I_TAX,DK,2019-S1,Electricity price (EUR per KWH),0.323,
Eurostat,Household,KWH1000-2499,I_TAX,DK,2019-S2,Electricity price (EUR per KWH),0.3173,
Eurostat,Household,KWH1000-2499,I_TAX,DK,2020-S1,Electricity price (EUR per KWH),0.3085,
Eurostat,Household,KWH1000-2499,I_TAX,DK,2020-S2,Electricity price (EUR per KWH),0.3074,
Eurostat,Household,KWH1000-2499,I_TAX,DK,2021-S1,Electricity price (EUR per KWH),0.3131,
Eurostat,Household,KWH1000-2499,I_TAX,DK,2021-S2,Electricity price (EUR per KWH),0.369,
Eurostat,Household,KWH1000-2499,I_TAX,DK,2022-S1,Electricity price (EUR per KWH),0.4798,
Eurostat,Household,KWH1000-2499,I_TAX,DK,2022-S2,Electricity price (EUR per KWH),0.6095,
Eurostat,Household,KWH1000-2499,I_TAX,DK,2023-S1,Electricity price (EUR per KWH),0.4086,
Eurostat,Household,KWH1000-2499,I_TAX,DK,2023-S2,Electricity price (EUR per KWH),0.3801,
Eurostat,Household,KWH1000-2499,I_TAX,DK,2024-S1,Electricity price (EUR per KWH),0.3972,
Eurostat,Household,KWH1000-2499,I_TAX,EA,2007-S1,Electricity price (EUR per KWH),0.2138,
Eurostat,Household,KWH1000-2499,I_TAX,EA,2007-S2,Electricity price (EUR per KWH),0.1746,
Eurostat,Household,KWH1000-2499,I_TAX,EA,2008-S1,Electricity price (EUR per KWH),0.1733,
Eurostat,Household,KWH1000-2499,I_TAX,EA,2008-S2,Electricity price (EUR per KWH),0.182,
Eurostat,Household,KWH1000-2499,I_TAX,EA,2009-S1,Electricity price (EUR per KWH),0.1827,
Eurostat,Household,KWH1000-2499,I_TAX,EA,2009-S2,Electricity price (EUR per KWH),0.1839,
Eurostat,Household,KWH1000-2499,I_TAX,EA,2010-S1,Electricity price (EUR per KWH),0.1877,
Eurostat,Household,KWH1000-2499,I_TAX,EA,2010-S2,Electricity price (EUR per KWH),0.1936,
Eurostat,Household,KWH1000-2499,I_TAX,EA,2011-S1,Electricity price (EUR per KWH),0.2001,
Eurostat,Household,KWH1000-2499,I_TAX,EA,2011-S2,Electricity price (EUR per KWH),0.2056,
Eurostat,Household,KWH1000-2499,I_TAX,EA,2012-S1,Electricity price (EUR per KWH),0.209,
Eurostat,Household,KWH1000-2499,I_TAX,EA,2012-S2,Electricity price (EUR per KWH),0.2188,
Eurostat,Household,KWH1000-2499,I_TAX,EA,2013-S1,Electricity price (EUR per KWH),0.2243,
Eurostat,Household,KWH1000-2499,I_TAX,EA,2013-S2,Electricity price (EUR per KWH),0.2295,
Eurostat,Household,KWH1000-2499,I_TAX,EA,2014-S1,Electricity price (EUR per KWH),0.2307,
Eurostat,Household,KWH1000-2499,I_TAX,EA,2014-S2,Electricity price (EUR per KWH),0.2363,
Eurostat,Household,KWH1000-2499,I_TAX,EA,2015-S1,Electricity price (EUR per KWH),0.2362,
Eurostat,Household,KWH1000-2499,I_TAX,EA,2015-S2,Electricity price (EUR per KWH),0.2379,
Eurostat,Household,KWH1000-2499,I_TAX,EA,2016-S1,Electricity price (EUR per KWH),0.235,
Eurostat,Household,KWH1000-2499,I_TAX,EA,2016-S2,Electricity price (EUR per KWH),0.2398,
Eurostat,Household,KWH1000-2499,I_TAX,EA,2017-S1,Electricity price (EUR per KWH),0.246,
Eurostat,Household,KWH1000-2499,I_TAX,EA,2017-S2,Electricity price (EUR per KWH),0.2461,
Eurostat,Household,KWH1000-2499,I_TAX,EA,2018-S1,Electricity price (EUR per KWH),0.249,
Eurostat,Household,KWH1000-2499,I_TAX,EA,2018-S2,Electricity price (EUR per KWH),0.2568,
Eurostat,Household,KWH1000-2499,I_TAX,EA,2019-S1,Electricity price (EUR per KWH),0.2598,
Eurostat,Household,KWH1000-2499,I_TAX,EA,2019-S2,Electricity price (EUR per KWH),0.2603,
Eurostat,Household,KWH1000-2499,I_TAX,EA,2020-S1,Electricity price (EUR per KWH),0.2563,
Eurostat,Household,KWH1000-2499,I_TAX,EA,2020-S2,Electricity price (EUR per KWH),0.2582,
Eurostat,Household,KWH1000-2499,I_TAX,EA,2021-S1,Electricity price (EUR per KWH),0.2618,
Eurostat,Household,KWH1000-2499,I_TAX,EA,2021-S2,Electricity price (EUR per KWH),0.2774,
Eurostat,Household,KWH1000-2499,I_TAX,EA,2022-S1,Electricity price (EUR per KWH),0.2838,
Eurostat,Household,KWH1000-2499,I_TAX,EA,2022-S2,Electricity price (EUR per KWH),0.3127,
Eurostat,Household,KWH1000-2499,I_TAX,EA,2023-S1,Electricity price (EUR per KWH),0.3418,
Eurostat,Household,KWH1000-2499,I_TAX,EA,2023-S2,Electricity price (EUR per KWH),0.3337,
Eurostat,Household,KWH1000-2499,I_TAX,EA,2024-S1,Electricity price (EUR per KWH),0.3427,
Eurostat,Household,KWH1000-2499,I_TAX,EE,2007-S1,Electricity price (EUR per KWH),,
Eurostat,Household,KWH1000-2499,I_TAX,EE,2007-S2,Electricity price (EUR per KWH),0.0799,
Eurostat,Household,KWH1000-2499,I_TAX,EE,2008-S1,Electricity price (EUR per KWH),0.083,
Eurostat,Household,KWH1000-2499,I_TAX,EE,2008-S2,Electricity price (EUR per KWH),0.0865,
Eurostat,Household,KWH1000-2499,I_TAX,EE,2009-S1,Electricity price (EUR per KWH),0.0939,
Eurostat,Household,KWH1000-2499,I_TAX,EE,2009-S2,Electricity price (EUR per KWH),0.0938,
Eurostat,Household,KWH1000-2499,I_TAX,EE,2010-S1,Electricity price (EUR per KWH),0.0989,
Eurostat,Household,KWH1000-2499,I_TAX,EE,2010-S2,Electricity price (EUR per KWH),0.102,
Eurostat,Household,KWH1000-2499,I_TAX,EE,2011-S1,Electricity price (EUR per KWH),0.0995,
Eurostat,Household,KWH1000-2499,I_TAX,EE,2011-S2,Electricity price (EUR per KWH),0.106,
Eurostat,Household,KWH1000-2499,I_TAX,EE,2012-S1,Electricity price (EUR per KWH),0.1121,
Eurostat,Household,KWH1000-2499,I_TAX,EE,2012-S2,Electricity price (EUR per KWH),0.1143,
Eurostat,Household,KWH1000-2499,I_TAX,EE,2013-S1,Electricity price (EUR per KWH),0.1392,
Eurostat,Household,KWH1000-2499,I_TAX,EE,2013-S2,Electricity price (EUR per KWH),0.139,
Eurostat,Household,KWH1000-2499,I_TAX,EE,2014-S1,Electricity price (EUR per KWH),0.1345,
Eurostat,Household,KWH1000-2499,I_TAX,EE,2014-S2,Electricity price (EUR per KWH),0.1355,
Eurostat,Household,KWH1000-2499,I_TAX,EE,2015-S1,Electricity price (EUR per KWH),0.1338,
Eurostat,Household,KWH1000-2499,I_TAX,EE,2015-S2,Electricity price (EUR per KWH),0.1329,
Eurostat,Household,KWH1000-2499,I_TAX,EE,2016-S1,Electricity price (EUR per KWH),0.1241,
Eurostat,Household,KWH1000-2499,I_TAX,EE,2016-S2,Electricity price (EUR per KWH),0.1268,
Eurostat,Household,KWH1000-2499,I_TAX,EE,2017-S1,Electricity price (EUR per KWH),0.1217,
Eurostat,Household,KWH1000-2499,I_TAX,EE,2017-S2,Electricity price (EUR per KWH),0.1352,
Eurostat,Household,KWH1000-2499,I_TAX,EE,2018-S1,Electricity price (EUR per KWH),0.1393,
Eurostat,Household,KWH1000-2499,I_TAX,EE,2018-S2,Electricity price (EUR per KWH),0.1457,
Eurostat,Household,KWH1000-2499,I_TAX,EE,2019-S1,Electricity price (EUR per KWH),0.1452,
Eurostat,Household,KWH1000-2499,I_TAX,EE,2019-S2,Electricity price (EUR per KWH),0.1468,
Eurostat,Household,KWH1000-2499,I_TAX,EE,2020-S1,Electricity price (EUR per KWH),0.1378,
Eurostat,Household,KWH1000-2499,I_TAX,EE,2020-S2,Electricity price (EUR per KWH),0.1422,
Eurostat,Household,KWH1000-2499,I_TAX,EE,2021-S1,Electricity price (EUR per KWH),0.1481,
Eurostat,Household,KWH1000-2499,I_TAX,EE,2021-S2,Electricity price (EUR per KWH),0.1926,
Eurostat,Household,KWH1000-2499,I_TAX,EE,2022-S1,Electricity price (EUR per KWH),0.2161,
Eurostat,Household,KWH1000-2499,I_TAX,EE,2022-S2,Electricity price (EUR per KWH),0.2572,
Eurostat,Household,KWH1000-2499,I_TAX,EE,2023-S1,Electricity price (EUR per KWH),0.2447,
Eurostat,Household,KWH1000-2499,I_TAX,EE,2023-S2,Electricity price (EUR per KWH),0.2591,
Eurostat,Household,KWH1000-2499,I_TAX,EE,2024-S1,Electricity price (EUR per KWH),0.2546,
Eurostat,Household,KWH1000-2499,I_TAX,EL,2007-S1,Electricity price (EUR per KWH),,
Eurostat,Household,KWH1000-2499,I_TAX,EL,2007-S2,Electricity price (EUR per KWH),0.0931,
Eurostat,Household,KWH1000-2499,I_TAX,EL,2008-S1,Electricity price (EUR per KWH),0.0906,
Eurostat,Household,KWH1000-2499,I_TAX,EL,2008-S2,Electricity price (EUR per KWH),0.0935,
Eurostat,Household,KWH1000-2499,I_TAX,EL,2009-S1,Electricity price (EUR per KWH),0.0972,
Eurostat,Household,KWH1000-2499,I_TAX,EL,2009-S2,Electricity price (EUR per KWH),0.0919,
Eurostat,Household,KWH1000-2499,I_TAX,EL,2010-S1,Electricity price (EUR per KWH),0.1027,
Eurostat,Household,KWH1000-2499,I_TAX,EL,2010-S2,Electricity price (EUR per KWH),0.1053,
Eurostat,Household,KWH1000-2499,I_TAX,EL,2011-S1,Electricity price (EUR per KWH),0.1078,
Eurostat,Household,KWH1000-2499,I_TAX,EL,2011-S2,Electricity price (EUR per KWH),0.1112,
Eurostat,Household,KWH1000-2499,I_TAX,EL,2012-S1,Electricity price (EUR per KWH),0.1232,
Eurostat,Household,KWH1000-2499,I_TAX,EL,2012-S2,Electricity price (EUR per KWH),0.1279,
Eurostat,Household,KWH1000-2499,I_TAX,EL,2013-S1,Electricity price (EUR per KWH),0.144,
Eurostat,Household,KWH1000-2499,I_TAX,EL,2013-S2,Electricity price (EUR per KWH),0.1631,
Eurostat,Household,KWH1000-2499,I_TAX,EL,2014-S1,Electricity price (EUR per KWH),0.1675,
Eurostat,Household,KWH1000-2499,I_TAX,EL,2014-S2,Electricity price (EUR per KWH),0.1775,
Eurostat,Household,KWH1000-2499,I_TAX,EL,2015-S1,Electricity price (EUR per KWH),0.1803,
Eurostat,Household,KWH1000-2499,I_TAX,EL,2015-S2,Electricity price (EUR per KWH),0.1812,
Eurostat,Household,KWH1000-2499,I_TAX,EL,2016-S1,Electricity price (EUR per KWH),0.1692,
Eurostat,Household,KWH1000-2499,I_TAX,EL,2016-S2,Electricity price (EUR per KWH),0.1747,
Eurostat,Household,KWH1000-2499,I_TAX,EL,2017-S1,Electricity price (EUR per KWH),0.1706,
Eurostat,Household,KWH1000-2499,I_TAX,EL,2017-S2,Electricity price (EUR per KWH),0.166,
Eurostat,Household,KWH1000-2499,I_TAX,EL,2018-S1,Electricity price (EUR per KWH),0.1699,
Eurostat,Household,KWH1000-2499,I_TAX,EL,2018-S2,Electricity price (EUR per KWH),0.1705,
Eurostat,Household,KWH1000-2499,I_TAX,EL,2019-S1,Electricity price (EUR per KWH),0.1613,
Eurostat,Household,KWH1000-2499,I_TAX,EL,2019-S2,Electricity price (EUR per KWH),0.1606,
Eurostat,Household,KWH1000-2499,I_TAX,EL,2020-S1,Electricity price (EUR per KWH),0.1697,
Eurostat,Household,KWH1000-2499,I_TAX,EL,2020-S2,Electricity price (EUR per KWH),0.1707,
Eurostat,Household,KWH1000-2499,I_TAX,EL,2021-S1,Electricity price (EUR per KWH),0.1732,
Eurostat,Household,KWH1000-2499,I_TAX,EL,2021-S2,Electricity price (EUR per KWH),0.2011,
Eurostat,Household,KWH1000-2499,I_TAX,EL,2022-S1,Electricity price (EUR per KWH),0.2103,
Eurostat,Household,KWH1000-2499,I_TAX,EL,2022-S2,Electricity price (EUR per KWH),0.2582,
Eurostat,Household,KWH1000-2499,I_TAX,EL,2023-S1,Electricity price (EUR per KWH),0.2467,
Eurostat,Household,KWH1000-2499,I_TAX,EL,2023-S2,Electricity price (EUR per KWH),0.2506,
Eurostat,Household,KWH1000-2499,I_TAX,EL,2024-S1,Electricity price (EUR per KWH),0.2435,
Eurostat,Household,KWH1000-2499,I_TAX,ES,2007-S1,Electricity price (EUR per KWH),,
Eurostat,Household,KWH1000-2499,I_TAX,ES,2007-S2,Electricity price (EUR per KWH),0.1622,
Eurostat,Household,KWH1000-2499,I_TAX,ES,2008-S1,Electricity price (EUR per KWH),0.1583,
Eurostat,Household,KWH1000-2499,I_TAX,ES,2008-S2,Electricity price (EUR per KWH),0.1798,
Eurostat,Household,KWH1000-2499,I_TAX,ES,2009-S1,Electricity price (EUR per KWH),0.1779,
Eurostat,Household,KWH1000-2499,I_TAX,ES,2009-S2,Electricity price (EUR per KWH),0.1916,
Eurostat,Household,KWH1000-2499,I_TAX,ES,2010-S1,Electricity price (EUR per KWH),0.1978,
Eurostat,Household,KWH1000-2499,I_TAX,ES,2010-S2,Electricity price (EUR per KWH),0.2085,
Eurostat,Household,KWH1000-2499,I_TAX,ES,2011-S1,Electricity price (EUR per KWH),0.2193,
Eurostat,Household,KWH1000-2499,I_TAX,ES,2011-S2,Electricity price (EUR per KWH),0.2319,
Eurostat,Household,KWH1000-2499,I_TAX,ES,2012-S1,Electricity price (EUR per KWH),0.2426,
Eurostat,Household,KWH1000-2499,I_TAX,ES,2012-S2,Electricity price (EUR per KWH),0.2516,
Eurostat,Household,KWH1000-2499,I_TAX,ES,2013-S1,Electricity price (EUR per KWH),0.2434,
Eurostat,Household,KWH1000-2499,I_TAX,ES,2013-S2,Electricity price (EUR per KWH),0.2559,
Eurostat,Household,KWH1000-2499,I_TAX,ES,2014-S1,Electricity price (EUR per KWH),0.2591,
Eurostat,Household,KWH1000-2499,I_TAX,ES,2014-S2,Electricity price (EUR per KWH),0.2755,
Eurostat,Household,KWH1000-2499,I_TAX,ES,2015-S1,Electricity price (EUR per KWH),0.2715,
Eurostat,Household,KWH1000-2499,I_TAX,ES,2015-S2,Electricity price (EUR per KWH),0.2852,
Eurostat,Household,KWH1000-2499,I_TAX,ES,2016-S1,Electricity price (EUR per KWH),0.2672,
Eurostat,Household,KWH1000-2499,I_TAX,ES,2016-S2,Electricity price (EUR per KWH),0.2789,
Eurostat,Household,KWH1000-2499,I_TAX,ES,2017-S1,Electricity price (EUR per KWH),0.2859,
Eurostat,Household,KWH1000-2499,I_TAX,ES,2017-S2,Electricity price (EUR per KWH),0.2687,
Eurostat,Household,KWH1000-2499,I_TAX,ES,2018-S1,Electricity price (EUR per KWH),0.2929,
Eurostat,Household,KWH1000-2499,I_TAX,ES,2018-S2,Electricity price (EUR per KWH),0.3044,
Eurostat,Household,KWH1000-2499,I_TAX,ES,2019-S1,Electricity price (EUR per KWH),0.2995,
Eurostat,Household,KWH1000-2499,I_TAX,ES,2019-S2,Electricity price (EUR per KWH),0.2953,
Eurostat,Household,KWH1000-2499,I_TAX,ES,2020-S1,Electricity price (EUR per KWH),0.2831,
Eurostat,Household,KWH1000-2499,I_TAX,ES,2020-S2,Electricity price (EUR per KWH),0.2897,
Eurostat,Household,KWH1000-2499,I_TAX,ES,2021-S1,Electricity price (EUR per KWH),0.2885,
Eurostat,Household,KWH1000-2499,I_TAX,ES,2021-S2,Electricity price (EUR per KWH),0.3272,
Eurostat,Household,KWH1000-2499,I_TAX,ES,2022-S1,Electricity price (EUR per KWH),0.3569,
Eurostat,Household,KWH1000-2499,I_TAX,ES,2022-S2,Electricity price (EUR per KWH),0.3848,
Eurostat,Household,KWH1000-2499,I_TAX,ES,2023-S1,Electricity price (EUR per KWH),0.2883,
Eurostat,Household,KWH1000-2499,I_TAX,ES,2023-S2,Electricity price (EUR per KWH),0.2776,
Eurostat,Household,KWH1000-2499,I_TAX,ES,2024-S1,Electricity price (EUR per KWH),0.2943,
Eurostat,Household,KWH1000-2499,I_TAX,EU27_2020,2007-S1,Electricity price (EUR per KWH),0.1974,
Eurostat,Household,KWH1000-2499,I_TAX,EU27_2020,2007-S2,Electricity price (EUR per KWH),0.1707,
Eurostat,Household,KWH1000-2499,I_TAX,EU27_2020,2008-S1,Electricity price (EUR per KWH),0.1714,
Eurostat,Household,KWH1000-2499,I_TAX,EU27_2020,2008-S2,Electricity price (EUR per KWH),0.1797,
Eurostat,Household,KWH1000-2499,I_TAX,EU27_2020,2009-S1,Electricity price (EUR per KWH),0.1782,
Eurostat,Household,KWH1000-2499,I_TAX,EU27_2020,2009-S2,Electricity price (EUR per KWH),0.1799,
Eurostat,Household,KWH1000-2499,I_TAX,EU27_2020,2010-S1,Electricity price (EUR per KWH),0.1848,
Eurostat,Household,KWH1000-2499,I_TAX,EU27_2020,2010-S2,Electricity price (EUR per KWH),0.1907,
Eurostat,Household,KWH1000-2499,I_TAX,EU27_2020,2011-S1,Electricity price (EUR per KWH),0.1977,
Eurostat,Household,KWH1000-2499,I_TAX,EU27_2020,2011-S2,Electricity price (EUR per KWH),0.2013,
Eurostat,Household,KWH1000-2499,I_TAX,EU27_2020,2012-S1,Electricity price (EUR per KWH),0.2043,
Eurostat,Household,KWH1000-2499,I_TAX,EU27_2020,2012-S2,Electricity price (EUR per KWH),0.2132,
Eurostat,Household,KWH1000-2499,I_TAX,EU27_2020,2013-S1,Electricity price (EUR per KWH),0.2181,
Eurostat,Household,KWH1000-2499,I_TAX,EU27_2020,2013-S2,Electricity price (EUR per KWH),0.2211,
Eurostat,Household,KWH1000-2499,I_TAX,EU27_2020,2014-S1,Electricity price (EUR per KWH),0.2207,
Eurostat,Household,KWH1000-2499,I_TAX,EU27_2020,2014-S2,Electricity price (EUR per KWH),0.225,
Eurostat,Household,KWH1000-2499,I_TAX,EU27_2020,2015-S1,Electricity price (EUR per KWH),0.2246,
Eurostat,Household,KWH1000-2499,I_TAX,EU27_2020,2015-S2,Electricity price (EUR per KWH),0.226,
Eurostat,Household,KWH1000-2499,I_TAX,EU27_2020,2016-S1,Electricity price (EUR per KWH),0.2236,
Eurostat,Household,KWH1000-2499,I_TAX,EU27_2020,2016-S2,Electricity price (EUR per KWH),0.2279,
Eurostat,Household,KWH1000-2499,I_TAX,EU27_2020,2017-S1,Electricity price (EUR per KWH),0.2325,
Eurostat,Household,KWH1000-2499,I_TAX,EU27_2020,2017-S2,Electricity price (EUR per KWH),0.2332,
Eurostat,Household,KWH1000-2499,I_TAX,EU27_2020,2018-S1,Electricity price (EUR per KWH),0.236,
Eurostat,Household,KWH1000-2499,I_TAX,EU27_2020,2018-S2,Electricity price (EUR per KWH),0.243,
Eurostat,Household,KWH1000-2499,I_TAX,EU27_2020,2019-S1,Electricity price (EUR per KWH),0.2453,
Eurostat,Household,KWH1000-2499,I_TAX,EU27_2020,2019-S2,Electricity price (EUR per KWH),0.2459,
Eurostat,Household,KWH1000-2499,I_TAX,EU27_2020,2020-S1,Electricity price (EUR per KWH),0.2412,
Eurostat,Household,KWH1000-2499,I_TAX,EU27_2020,2020-S2,Electricity price (EUR per KWH),0.2424,
Eurostat,Household,KWH1000-2499,I_TAX,EU27_2020,2021-S1,Electricity price (EUR per KWH),0.2481,
Eurostat,Household,KWH1000-2499,I_TAX,EU27_2020,2021-S2,Electricity price (EUR per KWH),0.2649,
Eurostat,Household,KWH1000-2499,I_TAX,EU27_2020,2022-S1,Electricity price (EUR per KWH),0.2775,
Eurostat,Household,KWH1000-2499,I_TAX,EU27_2020,2022-S2,Electricity price (EUR per KWH),0.3085,
Eurostat,Household,KWH1000-2499,I_TAX,EU27_2020,2023-S1,Electricity price (EUR per KWH),0.3209,
Eurostat,Household,KWH1000-2499,I_TAX,EU27_2020,2023-S2,Electricity price (EUR per KWH),0.3121,
Eurostat,Household,KWH1000-2499,I_TAX,EU27_2020,2024-S1,Electricity price (EUR per KWH),0.3209,
Eurostat,Household,KWH1000-2499,I_TAX,FI,2007-S1,Electricity price (EUR per KWH),,
Eurostat,Household,KWH1000-2499,I_TAX,FI,2007-S2,Electricity price (EUR per KWH),0.14,
Eurostat,Household,KWH1000-2499,I_TAX,FI,2008-S1,Electricity price (EUR per KWH),0.1472,
Eurostat,Household,KWH1000-2499,I_TAX,FI,2008-S2,Electricity price (EUR per KWH),0.153,
Eurostat,Household,KWH1000-2499,I_TAX,FI,2009-S1,Electricity price (EUR per KWH),0.1632,
Eurostat,Household,KWH1000-2499,I_TAX,FI,2009-S2,Electricity price (EUR per KWH),0.1646,
Eurostat,Household,KWH1000-2499,I_TAX,FI,2010-S1,Electricity price (EUR per KWH),0.1681,
Eurostat,Household,KWH1000-2499,I_TAX,FI,2010-S2,Electricity price (EUR per KWH),0.1744,
Eurostat,Household,KWH1000-2499,I_TAX,FI,2011-S1,Electricity price (EUR per KWH),0.1929,
